2008-11-20 14:17:37.22788 MotionSensorN MotionSensorN ON Fill_Medication
2008-11-20 14:17:37.842819 MotionSensorO MotionSensorO ON Fill_Medication
2008-11-20 14:17:39.4507 DoorSensorB DoorSensorB OPEN Fill_Medication
2008-11-20 14:17:40.266839 MotionSensorU MotionSensorU ON Hang_Clothes
2008-11-20 14:17:40.508919 MotionSensorO MotionSensorO OFF Fill_Medication
2008-11-20 14:17:40.746789 MotionSensorN MotionSensorN OFF Fill_Medication
2008-11-20 14:17:41.212909 DoorSensorE DoorSensorE OPEN Hang_Clothes
2008-11-20 14:17:41.433929 MotionSensorA MotionSensorA OFF Hang_Clothes
2008-11-20 14:17:42.223239 MotionSensorAA MotionSensorAA OFF Hang_Clothes
2008-11-20 14:17:42.451709 MotionSensorU MotionSensorU OFF Hang_Clothes
2008-11-20 14:17:42.886499 DoorSensorE DoorSensorE OPEN Hang_Clothes
2008-11-20 14:17:55.81609 MotionSensorU MotionSensorU ON Hang_Clothes
2008-11-20 14:17:56.35067 MotionSensorAA MotionSensorAA ON Hang_Clothes
2008-11-20 14:17:57.75757 MotionSensorA MotionSensorA ON Hang_Clothes
2008-11-20 14:17:58.252259 MotionSensorAA MotionSensorAA OFF Hang_Clothes
2008-11-20 14:17:58.581049 MotionSensorU MotionSensorU OFF Hang_Clothes
2008-11-20 14:17:59.66474 DoorSensorE DoorSensorE OPEN Hang_Clothes
2008-11-20 14:18:00.626929 MotionSensorAA MotionSensorAA ON Hang_Clothes
2008-11-20 14:18:00.8642 MotionSensorU MotionSensorU ON Hang_Clothes
2008-11-20 14:18:02.34978 MotionSensorAA MotionSensorAA OFF Hang_Clothes
2008-11-20 14:18:02.89257 MotionSensorA MotionSensorA OFF Hang_Clothes
2008-11-20 14:18:05.10466 MotionSensorU MotionSensorU OFF Hang_Clothes
2008-11-20 14:18:20.802489 MotionSensorU MotionSensorU ON Hang_Clothes
2008-11-20 14:18:21.00745 MotionSensorU MotionSensorU ON Hang_Clothes
2008-11-20 14:18:21.37262 MotionSensorAA MotionSensorAA ON Hang_Clothes
2008-11-20 14:18:23.00375 MotionSensorA MotionSensorA ON Hang_Clothes
2008-11-20 14:18:23.81093 MotionSensorAA MotionSensorAA OFF Hang_Clothes
2008-11-20 14:18:24.29794 MotionSensorU MotionSensorU OFF Hang_Clothes
2008-11-20 14:18:24.556289 MotionSensorAA MotionSensorAA ON Hang_Clothes
2008-11-20 14:18:24.92281 MotionSensorU MotionSensorU ON Hang_Clothes
2008-11-20 14:18:25.13789 MotionSensorU MotionSensorU ON Hang_Clothes
2008-11-20 14:18:26.379669 MotionSensorAA MotionSensorAA OFF Hang_Clothes
2008-11-20 14:18:26.71198 MotionSensorA MotionSensorA OFF Hang_Clothes
2008-11-20 14:18:28.642479 MotionSensorU MotionSensorU OFF Hang_Clothes
2008-11-20 14:18:50.333889 DoorSensorE DoorSensorE CLOSE Hang_Clothes
2008-11-20 14:18:50.851399 MotionSensorU MotionSensorU ON Hang_Clothes
2008-11-20 14:18:51.85097 MotionSensorAA MotionSensorAA ON Hang_Clothes
2008-11-20 14:18:52.61136 MotionSensorF MotionSensorF ON Hang_Clothes
2008-11-20 14:18:53.09182 MotionSensorG MotionSensorG ON Hang_Clothes
2008-11-20 14:18:53.448019 MotionSensorAA MotionSensorAA OFF Hang_Clothes
2008-11-20 14:18:55.01108 MotionSensorU MotionSensorU OFF Hang_Clothes
2008-11-20 14:18:55.298389 MotionSensorF MotionSensorF OFF Hang_Clothes
2008-11-20 14:18:56.01161 MotionSensorN MotionSensorN ON Fill_Medication
2008-11-20 14:18:56.75885 MotionSensorM MotionSensorM ON Fill_Medication
2008-11-20 14:18:57.99232 MotionSensorM MotionSensorM OFF Fill_Medication
2008-11-20 14:18:58.753289 MotionSensorM MotionSensorM ON Fill_Medication
2008-11-20 14:18:59.45654 MotionSensorO MotionSensorO ON Fill_Medication
2008-11-20 14:18:59.90244 MotionSensorN MotionSensorN ON Fill_Medication
2008-11-20 14:19:00.96069 MotionSensorM MotionSensorM OFF Fill_Medication
2008-11-20 14:19:01.286259 MotionSensorO MotionSensorO ON Fill_Medication
2008-11-20 14:19:02.61449 MotionSensorE MotionSensorE ON Read_Magazine
2008-11-20 14:19:06.60078 MotionSensorF MotionSensorF OFF Read_Magazine
2008-11-20 14:19:07.520459 MotionSensorF MotionSensorF ON Read_Magazine
2008-11-20 14:19:09.26777 MotionSensorH MotionSensorH ON Read_Magazine
2008-11-20 14:19:09.562489 MotionSensorAA MotionSensorAA ON Move_Furniture
2008-11-20 14:19:09.77967 MotionSensorG MotionSensorG ON Read_Magazine
2008-11-20 14:19:11.1068 MotionSensorF MotionSensorF OFF Read_Magazine
2008-11-20 14:19:11.33445 MotionSensorAA MotionSensorAA OFF Move_Furniture
2008-11-20 14:19:11.7111 MotionSensorE MotionSensorE OFF Read_Magazine
2008-11-20 14:19:11.988379 MotionSensorAA MotionSensorAA ON Move_Furniture
2008-11-20 14:19:12.19031 MotionSensorH MotionSensorH ON Read_Magazine
2008-11-20 14:19:13.114449 MotionSensorF MotionSensorF ON Read_Magazine
2008-11-20 14:19:13.43844 MotionSensorE MotionSensorE ON Read_Magazine
2008-11-20 14:19:14.16471 MotionSensorF MotionSensorF OFF Read_Magazine
2008-11-20 14:19:14.831759 MotionSensorG MotionSensorG OFF Read_Magazine
2008-11-20 14:19:15.37292 MotionSensorH MotionSensorH OFF Read_Magazine
2008-11-20 14:19:15.76598 MotionSensorAA MotionSensorAA OFF Read_Magazine
2008-11-20 14:19:16.447299 MotionSensorC MotionSensorC ON Move_Furniture
2008-11-20 14:19:17.753829 MotionSensorA MotionSensorA ON Move_Furniture
2008-11-20 14:19:18.427639 MotionSensorC MotionSensorC OFF Move_Furniture
2008-11-20 14:19:19.365869 MotionSensorA MotionSensorA OFF Move_Furniture
2008-11-20 14:19:20.57433 MotionSensorC MotionSensorC ON Move_Furniture
2008-11-20 14:19:20.866019 MotionSensorA MotionSensorA ON Move_Furniture
2008-11-20 14:19:22.379129 MotionSensorC MotionSensorC OFF Move_Furniture
2008-11-20 14:19:23.860759 MotionSensorA MotionSensorA OFF Move_Furniture
2008-11-20 14:19:24.507849 MotionSensorC MotionSensorC ON Move_Furniture
2008-11-20 14:19:25.79446 MotionSensorA MotionSensorA ON Move_Furniture
2008-11-20 14:19:26.786969 MotionSensorB MotionSensorB ON Move_Furniture
2008-11-20 14:19:27.07751 MotionSensorC MotionSensorC OFF Move_Furniture
2008-11-20 14:19:27.318089 MotionSensorC MotionSensorC ON Move_Furniture
2008-11-20 14:19:28.004889 MotionSensorE MotionSensorE ON Move_Furniture
2008-11-20 14:19:29.884569 MotionSensorC MotionSensorC OFF Move_Furniture
2008-11-20 14:19:30.295109 MotionSensorB MotionSensorB ON Move_Furniture
2008-11-20 14:19:31.091579 MotionSensorF MotionSensorF ON Read_Magazine
2008-11-20 14:19:34.263279 MotionSensorF MotionSensorF OFF Read_Magazine
2008-11-20 14:19:34.490489 MotionSensorH MotionSensorH ON Read_Magazine
2008-11-20 14:19:34.69491 MotionSensorF MotionSensorF ON Read_Magazine
2008-11-20 14:19:35.13519 MotionSensorG MotionSensorG ON Read_Magazine
2008-11-20 14:19:36.77551 MotionSensorE MotionSensorE OFF Read_Magazine
2008-11-20 14:19:37.132819 MotionSensorH MotionSensorH OFF Read_Magazine
2008-11-20 14:19:39.73439 MotionSensorE MotionSensorE ON Read_Magazine
2008-11-20 14:19:41.17682 MotionSensorG MotionSensorG OFF Read_Magazine
2008-11-20 14:19:43.308739 MotionSensorE MotionSensorE OFF Read_Magazine
2008-11-20 14:19:43.572129 MotionSensorH MotionSensorH ON Read_Magazine
2008-11-20 14:19:43.824059 MotionSensorG MotionSensorG ON Read_Magazine
2008-11-20 14:19:44.822499 MotionSensorE MotionSensorE ON Read_Magazine
2008-11-20 14:19:45.336699 MotionSensorF MotionSensorF ON Read_Magazine
2008-11-20 14:19:45.714639 MotionSensorH MotionSensorH OFF Read_Magazine
2008-11-20 14:19:46.48109 MotionSensorF MotionSensorF OFF Read_Magazine
2008-11-20 14:19:46.98333 MotionSensorF MotionSensorF ON Read_Magazine
2008-11-20 14:19:59.67916 MotionSensorE MotionSensorE ON Read_Magazine
2008-11-20 14:20:02.064569 MotionSensorG MotionSensorG OFF Read_Magazine
2008-11-20 14:20:03.215539 MotionSensorG MotionSensorG ON Read_Magazine
2008-11-20 14:20:04.94373 MotionSensorN MotionSensorN ON Fill_Medication
2008-11-20 14:20:05.46491 MotionSensorO MotionSensorO ON Fill_Medication
2008-11-20 14:20:07.31519 MotionSensorO MotionSensorO OFF Fill_Medication
2008-11-20 14:20:08.655989 MotionSensorN MotionSensorN OFF Fill_Medication
2008-11-20 14:20:09.25479 MotionSensorE MotionSensorE OFF Water_Plants
2008-11-20 14:23:15.837559 DoorSensorB DoorSensorB CLOSE Fill_Medication
2008-11-20 14:23:17.23655 MotionSensorO MotionSensorO ON Fill_Medication
2008-11-20 14:23:17.66615 MotionSensorN MotionSensorN ON Fill_Medication
2008-11-20 14:23:18.651979 MotionSensorF MotionSensorF ON Water_Plants
2008-11-20 14:23:19.075419 MotionSensorE MotionSensorE ON Water_Plants
2008-11-20 14:23:19.942049 MotionSensorF MotionSensorF ON Water_Plants
2008-11-20 14:23:20.39154 MotionSensorO MotionSensorO OFF Water_Plants
2008-11-20 14:23:21.232539 MotionSensorE MotionSensorE OFF Water_Plants
2008-11-20 14:23:21.851 MotionSensorE MotionSensorE ON Water_Plants
2008-11-20 14:23:22.13701 MotionSensorE MotionSensorE ON Water_Plants
2008-11-20 14:23:23.035219 MotionSensorF MotionSensorF OFF Water_Plants
2008-11-20 14:23:23.63139 MotionSensorE MotionSensorE ON Water_Plants
2008-11-20 14:23:23.85243 MotionSensorG MotionSensorG OFF Water_Plants
2008-11-20 14:25:33.695159 MotionSensorF MotionSensorF ON Sweep_Floor
2008-11-20 14:25:34.09151 MotionSensorU MotionSensorU ON Sweep_Floor
2008-11-20 14:25:34.762729 MotionSensorF MotionSensorF OFF Sweep_Floor
2008-11-20 14:25:35.41458 MotionSensorT MotionSensorT ON Sweep_Floor
2008-11-20 14:25:36.49105 DoorSensorE DoorSensorE OPEN Sweep_Floor
2008-11-20 14:25:36.892299 MotionSensorS MotionSensorS ON Sweep_Floor
2008-11-20 14:25:37.142529 MotionSensorU MotionSensorU OFF Sweep_Floor
2008-11-20 14:25:37.4565 MotionSensorAA MotionSensorAA OFF Sweep_Floor
2008-11-20 14:25:38.238049 MotionSensorR MotionSensorR ON Sweep_Floor
2008-11-20 14:25:38.7042 MotionSensorT MotionSensorT OFF Sweep_Floor
2008-11-20 14:25:38.912899 MotionSensorA MotionSensorA OFF Sweep_Floor
2008-11-20 14:25:40.24093 MotionSensorQ MotionSensorQ ON Sweep_Floor
2008-11-20 14:25:40.59324 MotionSensorS MotionSensorS OFF Sweep_Floor
2008-11-20 14:25:41.091769 MotionSensorU MotionSensorU ON Sweep_Floor
2008-11-20 14:25:41.45212 MotionSensorAA MotionSensorAA ON Sweep_Floor
2008-11-20 14:25:42.09697 MotionSensorF MotionSensorF ON Sweep_Floor
2008-11-20 14:25:42.37049 MotionSensorG MotionSensorG ON Sweep_Floor
2008-11-20 14:25:42.785759 MotionSensorW MotionSensorW ON Play_Checkers
2008-11-20 14:25:43.810509 MotionSensorF MotionSensorF OFF Sweep_Floor
2008-11-20 14:25:44.13281 MotionSensorAA MotionSensorAA OFF Sweep_Floor
2008-11-20 14:25:44.616319 MotionSensorN MotionSensorN ON Sweep_Floor
2008-11-20 14:25:45.033519 DoorSensorD DoorSensorD OPEN Play_Checkers
2008-11-20 14:25:45.23899 MotionSensorR MotionSensorR OFF Sweep_Floor
2008-11-20 14:25:45.48301 MotionSensorU MotionSensorU OFF Sweep_Floor
2008-11-20 14:25:45.782109 MotionSensorO MotionSensorO OFF Play_Checkers
2008-11-20 14:25:46.111429 MotionSensorG MotionSensorG OFF Sweep_Floor
2008-11-20 14:25:46.51957 MotionSensorQ MotionSensorQ OFF Play_Checkers
2008-11-20 14:25:47.273459 DoorSensorD DoorSensorD OPEN Play_Checkers
2008-11-20 14:25:47.701849 MotionSensorN MotionSensorN OFF Play_Checkers
2008-11-20 14:25:54.89504 DoorSensorD DoorSensorD CLOSE Play_Checkers
2008-11-20 14:25:57.793129 MotionSensorQ MotionSensorQ ON Play_Checkers
2008-11-20 14:25:59.75159 MotionSensorW MotionSensorW OFF Play_Checkers
2008-11-20 14:26:02.26199 MotionSensorQ MotionSensorQ OFF Play_Checkers
2008-11-20 14:26:08.42015 MotionSensorN MotionSensorN ON Play_Checkers
